,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,563,0,[],200,llama-7b,2,1,394.0,1,2,A100,1697618188830,1697618189224,120,874,18,"[18, 102, 16, 23, 16, 16, 16, 16, 15, 17, 15, 16, 15, 16, 15, 16, 15, 16, 15]","[1697618188848, 1697618188950, 1697618188966, 1697618188989, 1697618189005, 1697618189021, 1697618189037, 1697618189053, 1697618189068, 1697618189085, 1697618189100, 1697618189116, 1697618189131, 1697618189147, 1697618189162, 1697618189178, 1697618189193, 1697618189209, 1697618189224]"
1,1,879,0,[],200,llama-7b,2,1,1023.0,1,2,A100,1697618188830,1697618189853,120,39,55,"[18, 102, 16, 23, 16, 16, 16, 16, 15, 17, 15, 16, 15, 16, 15, 16, 15, 16, 15, 15, 41, 15, 14, 15, 15, 14, 15, 15, 14, 15, 15, 14, 15, 15, 27, 16, 14, 15, 39, 14, 15, 14, 15, 15, 14, 15, 14, 15, 14, 15, 14, 15, 14, 37, 15, 15]","[1697618188848, 1697618188950, 1697618188966, 1697618188989, 1697618189005, 1697618189021, 1697618189037, 1697618189053, 1697618189068, 1697618189085, 1697618189100, 1697618189116, 1697618189131, 1697618189147, 1697618189162, 1697618189178, 1697618189193, 1697618189209, 1697618189224, 1697618189239, 1697618189280, 1697618189295, 1697618189309, 1697618189324, 1697618189339, 1697618189353, 1697618189368, 1697618189383, 1697618189397, 1697618189412, 1697618189427, 1697618189441, 1697618189456, 1697618189471, 1697618189498, 1697618189514, 1697618189528, 1697618189543, 1697618189582, 1697618189596, 1697618189611, 1697618189625, 1697618189640, 1697618189655, 1697618189669, 1697618189684, 1697618189698, 1697618189713, 1697618189727, 1697618189742, 1697618189756, 1697618189771, 1697618189785, 1697618189822, 1697618189837, 1697618189852]"
2,2,670,1,[],200,llama-7b,2,1,302.0,1,2,A100,1697618189227,1697618189529,120,67,18,"[7, 31, 15, 15, 14, 15, 15, 14, 15, 15, 14, 15, 15, 14, 15, 15, 26, 17, 15]","[1697618189234, 1697618189265, 1697618189280, 1697618189295, 1697618189309, 1697618189324, 1697618189339, 1697618189353, 1697618189368, 1697618189383, 1697618189397, 1697618189412, 1697618189427, 1697618189441, 1697618189456, 1697618189471, 1697618189497, 1697618189514, 1697618189529]"
3,3,748,2,[],200,llama-7b,2,1,225.0,1,2,A100,1697618189532,1697618189757,120,182,14,"[7, 43, 14, 15, 14, 15, 15, 14, 15, 14, 15, 14, 15, 15]","[1697618189539, 1697618189582, 1697618189596, 1697618189611, 1697618189625, 1697618189640, 1697618189655, 1697618189669, 1697618189684, 1697618189698, 1697618189713, 1697618189727, 1697618189742, 1697618189757]"
4,4,156,1,[],200,llama-7b,2,1,357.0,1,2,A100,1697618189856,1697618190213,120,86,20,"[17, 30, 16, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 16, 37, 15, 15, 16]","[1697618189873, 1697618189903, 1697618189919, 1697618189934, 1697618189949, 1697618189964, 1697618189979, 1697618189994, 1697618190009, 1697618190024, 1697618190039, 1697618190054, 1697618190069, 1697618190084, 1697618190099, 1697618190114, 1697618190130, 1697618190167, 1697618190182, 1697618190197, 1697618190213]"
5,5,855,3,[],200,llama-7b,2,1,354.0,1,2,A100,1697618189760,1697618190114,120,83,20,"[17, 30, 15, 15, 15, 15, 14, 38, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[1697618189777, 1697618189807, 1697618189822, 1697618189837, 1697618189852, 1697618189867, 1697618189881, 1697618189919, 1697618189934, 1697618189949, 1697618189964, 1697618189979, 1697618189994, 1697618190009, 1697618190024, 1697618190039, 1697618190054, 1697618190069, 1697618190084, 1697618190099, 1697618190114]"
6,6,227,2,[],200,llama-7b,2,1,489.0,1,2,A100,1697618190216,1697618190705,120,364,25,"[17, 56, 15, 15, 15, 15, 15, 14, 15, 15, 15, 15, 15, 15, 15, 35, 52, 15, 15, 15, 15, 15, 15, 15, 15, 15]","[1697618190233, 1697618190289, 1697618190304, 1697618190319, 1697618190334, 1697618190349, 1697618190364, 1697618190378, 1697618190393, 1697618190408, 1697618190423, 1697618190438, 1697618190453, 1697618190468, 1697618190483, 1697618190518, 1697618190570, 1697618190585, 1697618190600, 1697618190615, 1697618190630, 1697618190645, 1697618190660, 1697618190675, 1697618190690, 1697618190705]"
7,7,5,4,[],200,llama-7b,2,1,365.0,1,2,A100,1697618190118,1697618190483,120,84,20,"[8, 26, 15, 15, 15, 15, 15, 14, 63, 15, 15, 15, 15, 15, 14, 15, 15, 15, 15, 15, 15]","[1697618190126, 1697618190152, 1697618190167, 1697618190182, 1697618190197, 1697618190212, 1697618190227, 1697618190241, 1697618190304, 1697618190319, 1697618190334, 1697618190349, 1697618190364, 1697618190379, 1697618190393, 1697618190408, 1697618190423, 1697618190438, 1697618190453, 1697618190468, 1697618190483]"
8,8,86,5,[],200,llama-7b,2,1,346.0,1,2,A100,1697618190487,1697618190833,120,335,17,"[18, 50, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 15, 14, 53, 15, 16, 15]","[1697618190505, 1697618190555, 1697618190570, 1697618190585, 1697618190600, 1697618190615, 1697618190630, 1697618190645, 1697618190660, 1697618190675, 1697618190690, 1697618190705, 1697618190720, 1697618190734, 1697618190787, 1697618190802, 1697618190818, 1697618190833]"
9,9,333,3,[],200,llama-7b,2,1,245.0,1,2,A100,1697618190708,1697618190953,120,563,11,"[17, 46, 16, 15, 16, 15, 15, 14, 45, 15, 15, 15]","[1697618190725, 1697618190771, 1697618190787, 1697618190802, 1697618190818, 1697618190833, 1697618190848, 1697618190862, 1697618190907, 1697618190922, 1697618190937, 1697618190952]"
