,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,202,0,[],200,llama-7b,32,1,6067.0,1,1,A100,1697548294156,1697548300223,120,874,72,"[93, 581, 46, 36, 33, 33, 39, 448, 42, 31, 33, 38, 31, 36, 216, 41, 33, 32, 37, 37, 30, 201, 35, 29, 32, 27, 150, 30, 36, 28, 29, 29, 28, 137, 32, 32, 31, 31, 38, 30, 33, 567, 85, 38, 40, 39, 32, 39, 36, 164, 41, 37, 33, 667, 39, 41, 41, 37, 34, 167, 39, 30, 37, 34, 155, 32, 37, 31, 36, 34, 382, 43, 36]","[1697548294249, 1697548294830, 1697548294876, 1697548294912, 1697548294945, 1697548294978, 1697548295017, 1697548295465, 1697548295507, 1697548295538, 1697548295571, 1697548295609, 1697548295640, 1697548295676, 1697548295892, 1697548295933, 1697548295966, 1697548295998, 1697548296035, 1697548296072, 1697548296102, 1697548296303, 1697548296338, 1697548296367, 1697548296399, 1697548296426, 1697548296576, 1697548296606, 1697548296642, 1697548296670, 1697548296699, 1697548296728, 1697548296756, 1697548296893, 1697548296925, 1697548296957, 1697548296988, 1697548297019, 1697548297057, 1697548297087, 1697548297120, 1697548297687, 1697548297772, 1697548297810, 1697548297850, 1697548297889, 1697548297921, 1697548297960, 1697548297996, 1697548298160, 1697548298201, 1697548298238, 1697548298271, 1697548298938, 1697548298977, 1697548299018, 1697548299059, 1697548299096, 1697548299130, 1697548299297, 1697548299336, 1697548299366, 1697548299403, 1697548299437, 1697548299592, 1697548299624, 1697548299661, 1697548299692, 1697548299728, 1697548299762, 1697548300144, 1697548300187, 1697548300223]"
1,1,448,0,[],200,llama-7b,32,1,1485.0,1,1,A100,1697548294155,1697548295640,120,335,12,"[54, 620, 47, 36, 33, 33, 39, 448, 41, 32, 33, 38, 31]","[1697548294209, 1697548294829, 1697548294876, 1697548294912, 1697548294945, 1697548294978, 1697548295017, 1697548295465, 1697548295506, 1697548295538, 1697548295571, 1697548295609, 1697548295640]"
2,2,609,0,[],200,llama-7b,32,1,1918.0,1,1,A100,1697548294154,1697548296072,120,88,20,"[45, 207, 27, 443, 36, 33, 34, 38, 448, 41, 32, 33, 38, 31, 36, 215, 42, 32, 33, 37, 37]","[1697548294199, 1697548294406, 1697548294433, 1697548294876, 1697548294912, 1697548294945, 1697548294979, 1697548295017, 1697548295465, 1697548295506, 1697548295538, 1697548295571, 1697548295609, 1697548295640, 1697548295676, 1697548295891, 1697548295933, 1697548295965, 1697548295998, 1697548296035, 1697548296072]"
3,3,921,0,[],200,llama-7b,32,1,674.0,1,1,A100,1697548294155,1697548294829,120,31,1,"[64, 610]","[1697548294219, 1697548294829]"
4,4,394,0,[],200,llama-7b,32,1,674.0,1,1,A100,1697548294155,1697548294829,120,11,1,"[44, 630]","[1697548294199, 1697548294829]"
5,5,563,0,[],200,llama-7b,32,1,1880.0,1,1,A100,1697548294155,1697548296035,120,874,18,"[59, 615, 47, 36, 33, 33, 39, 448, 41, 32, 33, 38, 31, 36, 215, 42, 33, 32, 37]","[1697548294214, 1697548294829, 1697548294876, 1697548294912, 1697548294945, 1697548294978, 1697548295017, 1697548295465, 1697548295506, 1697548295538, 1697548295571, 1697548295609, 1697548295640, 1697548295676, 1697548295891, 1697548295933, 1697548295966, 1697548295998, 1697548296035]"
6,6,718,0,[],200,llama-7b,32,1,674.0,1,1,A100,1697548294156,1697548294830,120,13,1,"[79, 594]","[1697548294235, 1697548294829]"
7,7,231,0,[],200,llama-7b,32,1,675.0,1,1,A100,1697548294155,1697548294830,120,13,1,"[86, 589]","[1697548294241, 1697548294830]"
8,8,536,0,[],200,llama-7b,32,1,1918.0,1,1,A100,1697548294154,1697548296072,120,83,20,"[30, 222, 27, 443, 36, 33, 33, 38, 450, 40, 33, 32, 38, 31, 36, 215, 42, 33, 32, 37, 37]","[1697548294184, 1697548294406, 1697548294433, 1697548294876, 1697548294912, 1697548294945, 1697548294978, 1697548295016, 1697548295466, 1697548295506, 1697548295539, 1697548295571, 1697548295609, 1697548295640, 1697548295676, 1697548295891, 1697548295933, 1697548295966, 1697548295998, 1697548296035, 1697548296072]"
9,9,343,0,[],200,llama-7b,32,1,1918.0,1,1,A100,1697548294154,1697548296072,120,84,20,"[31, 221, 27, 443, 36, 33, 33, 39, 448, 41, 33, 31, 39, 31, 36, 215, 42, 32, 33, 37, 37]","[1697548294185, 1697548294406, 1697548294433, 1697548294876, 1697548294912, 1697548294945, 1697548294978, 1697548295017, 1697548295465, 1697548295506, 1697548295539, 1697548295570, 1697548295609, 1697548295640, 1697548295676, 1697548295891, 1697548295933, 1697548295965, 1697548295998, 1697548296035, 1697548296072]"
10,10,591,0,[],200,llama-7b,32,1,3803.0,1,1,A100,1697548294157,1697548297960,120,874,47,"[93, 579, 47, 36, 33, 33, 39, 448, 41, 32, 33, 38, 31, 36, 216, 41, 33, 32, 37, 37, 30, 201, 35, 29, 32, 27, 150, 30, 36, 28, 29, 29, 28, 137, 32, 32, 31, 31, 38, 30, 33, 567, 85, 38, 40, 39, 32, 39]","[1697548294250, 1697548294829, 1697548294876, 1697548294912, 1697548294945, 1697548294978, 1697548295017, 1697548295465, 1697548295506, 1697548295538, 1697548295571, 1697548295609, 1697548295640, 1697548295676, 1697548295892, 1697548295933, 1697548295966, 1697548295998, 1697548296035, 1697548296072, 1697548296102, 1697548296303, 1697548296338, 1697548296367, 1697548296399, 1697548296426, 1697548296576, 1697548296606, 1697548296642, 1697548296670, 1697548296699, 1697548296728, 1697548296756, 1697548296893, 1697548296925, 1697548296957, 1697548296988, 1697548297019, 1697548297057, 1697548297087, 1697548297120, 1697548297687, 1697548297772, 1697548297810, 1697548297850, 1697548297889, 1697548297921, 1697548297960]"
11,11,698,0,[],200,llama-7b,32,1,824.0,1,1,A100,1697548294154,1697548294978,120,182,6,"[25, 227, 27, 443, 36, 33, 33]","[1697548294179, 1697548294406, 1697548294433, 1697548294876, 1697548294912, 1697548294945, 1697548294978]"
