,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,339,0,[],200,llama-13b,8,1,1814.0,1.0,4,T4,1697467946446,1697467948260.0,120,87.0,20.0,"[13, 627, 46, 40, 42, 312, 45, 45, 44, 45, 46, 43, 42, 115, 45, 45, 45, 46, 46, 42, 40]","[1697467946459, 1697467947086, 1697467947132, 1697467947172, 1697467947214, 1697467947526, 1697467947571, 1697467947616, 1697467947660, 1697467947705, 1697467947751, 1697467947794, 1697467947836, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948132, 1697467948178, 1697467948220, 1697467948260]"
1,1,752,0,[],200,llama-13b,8,1,726.0,1.0,4,T4,1697467946446,1697467947172.0,120,39.0,3.0,"[12, 74, 600, 40]","[1697467946458, 1697467946532, 1697467947132, 1697467947172]"
2,2,231,0,[],200,llama-13b,8,1,639.0,1.0,4,T4,1697467946447,1697467947086.0,120,13.0,1.0,"[24, 615]","[1697467946471, 1697467947086]"
3,3,672,0,[],200,llama-13b,8,1,1813.0,1.0,4,T4,1697467946447,1697467948260.0,120,93.0,20.0,"[19, 666, 40, 43, 311, 45, 45, 45, 44, 46, 43, 42, 115, 45, 45, 45, 47, 45, 42, 40]","[1697467946466, 1697467947132, 1697467947172, 1697467947215, 1697467947526, 1697467947571, 1697467947616, 1697467947661, 1697467947705, 1697467947751, 1697467947794, 1697467947836, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948133, 1697467948178, 1697467948220, 1697467948260]"
4,4,158,0,[],200,llama-13b,8,1,1814.0,1.0,4,T4,1697467946446,1697467948260.0,120,85.0,20.0,"[21, 618, 47, 40, 43, 311, 45, 45, 45, 44, 46, 43, 42, 115, 45, 45, 45, 46, 46, 42, 40]","[1697467946467, 1697467947085, 1697467947132, 1697467947172, 1697467947215, 1697467947526, 1697467947571, 1697467947616, 1697467947661, 1697467947705, 1697467947751, 1697467947794, 1697467947836, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948132, 1697467948178, 1697467948220, 1697467948260]"
5,5,601,1,[],200,llama-13b,8,1,1540.0,1.0,4,T4,1697467947089,1697467948629.0,120,83.0,20.0,"[16, 370, 51, 45, 45, 44, 45, 46, 43, 42, 115, 45, 45, 45, 46, 46, 42, 39, 202, 39, 129]","[1697467947105, 1697467947475, 1697467947526, 1697467947571, 1697467947616, 1697467947660, 1697467947705, 1697467947751, 1697467947794, 1697467947836, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948132, 1697467948178, 1697467948220, 1697467948259, 1697467948461, 1697467948500, 1697467948629]"
6,6,861,0,[],200,llama-13b,8,1,639.0,1.0,4,T4,1697467946447,1697467947086.0,120,10.0,1.0,"[24, 615]","[1697467946471, 1697467947086]"
7,7,879,0,[],200,llama-13b,8,1,4690.0,1.0,4,T4,1697467946448,1697467951138.0,120,39.0,55.0,"[28, 609, 47, 40, 42, 312, 45, 45, 45, 44, 46, 43, 42, 115, 45, 45, 45, 46, 46, 41, 41, 201, 39, 129, 40, 38, 39, 38, 38, 227, 41, 46, 41, 38, 39, 106, 40, 39, 518, 40, 39, 252, 40, 231, 43, 43, 42, 43, 40, 40, 41, 115, 43, 43, 43, 43]","[1697467946476, 1697467947085, 1697467947132, 1697467947172, 1697467947214, 1697467947526, 1697467947571, 1697467947616, 1697467947661, 1697467947705, 1697467947751, 1697467947794, 1697467947836, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948132, 1697467948178, 1697467948219, 1697467948260, 1697467948461, 1697467948500, 1697467948629, 1697467948669, 1697467948707, 1697467948746, 1697467948784, 1697467948822, 1697467949049, 1697467949090, 1697467949136, 1697467949177, 1697467949215, 1697467949254, 1697467949360, 1697467949400, 1697467949439, 1697467949957, 1697467949997, 1697467950036, 1697467950288, 1697467950328, 1697467950559, 1697467950602, 1697467950645, 1697467950687, 1697467950730, 1697467950770, 1697467950810, 1697467950851, 1697467950966, 1697467951009, 1697467951052, 1697467951095, 1697467951138]"
8,8,194,1,[],200,llama-13b,8,1,1045.0,1.0,4,T4,1697467947175,1697467948220.0,120,335.0,16.0,"[8, 292, 51, 46, 44, 45, 44, 46, 43, 42, 115, 45, 45, 45, 46, 46, 42]","[1697467947183, 1697467947475, 1697467947526, 1697467947572, 1697467947616, 1697467947661, 1697467947705, 1697467947751, 1697467947794, 1697467947836, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948132, 1697467948178, 1697467948220]"
9,9,386,1,[],200,llama-13b,8,1,617.0,1.0,4,T4,1697467947089,1697467947706.0,120,140.0,6.0,"[17, 369, 51, 45, 45, 45, 44]","[1697467947106, 1697467947475, 1697467947526, 1697467947571, 1697467947616, 1697467947661, 1697467947705]"
10,10,563,0,[],200,llama-13b,8,1,1731.0,1.0,4,T4,1697467946447,1697467948178.0,120,874.0,18.0,"[29, 609, 47, 40, 42, 312, 45, 45, 45, 44, 46, 43, 42, 115, 45, 45, 45, 46, 46]","[1697467946476, 1697467947085, 1697467947132, 1697467947172, 1697467947214, 1697467947526, 1697467947571, 1697467947616, 1697467947661, 1697467947705, 1697467947751, 1697467947794, 1697467947836, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948132, 1697467948178]"
11,11,88,1,[],200,llama-13b,8,1,2025.0,1.0,4,T4,1697467948263,1697467950288.0,120,58.0,20.0,"[13, 311, 42, 40, 38, 39, 38, 38, 227, 41, 46, 40, 39, 39, 107, 39, 39, 518, 40, 39, 252]","[1697467948276, 1697467948587, 1697467948629, 1697467948669, 1697467948707, 1697467948746, 1697467948784, 1697467948822, 1697467949049, 1697467949090, 1697467949136, 1697467949176, 1697467949215, 1697467949254, 1697467949361, 1697467949400, 1697467949439, 1697467949957, 1697467949997, 1697467950036, 1697467950288]"
12,12,682,2,[],200,llama-13b,8,1,3790.0,1.0,4,T4,1697467948224,1697467952014.0,120,244.0,50.0,"[17, 179, 41, 39, 129, 40, 38, 39, 38, 38, 227, 41, 46, 41, 38, 39, 106, 39, 40, 518, 40, 39, 252, 40, 231, 43, 43, 42, 43, 40, 41, 40, 115, 43, 43, 43, 43, 41, 159, 43, 42, 43, 39, 41, 214, 43, 42, 43, 40, 45, 40]","[1697467948241, 1697467948420, 1697467948461, 1697467948500, 1697467948629, 1697467948669, 1697467948707, 1697467948746, 1697467948784, 1697467948822, 1697467949049, 1697467949090, 1697467949136, 1697467949177, 1697467949215, 1697467949254, 1697467949360, 1697467949399, 1697467949439, 1697467949957, 1697467949997, 1697467950036, 1697467950288, 1697467950328, 1697467950559, 1697467950602, 1697467950645, 1697467950687, 1697467950730, 1697467950770, 1697467950811, 1697467950851, 1697467950966, 1697467951009, 1697467951052, 1697467951095, 1697467951138, 1697467951179, 1697467951338, 1697467951381, 1697467951423, 1697467951466, 1697467951505, 1697467951546, 1697467951760, 1697467951803, 1697467951845, 1697467951888, 1697467951928, 1697467951973, 1697467952013]"
13,13,575,2,[],200,llama-13b,8,1,1217.0,1.0,4,T4,1697467950289,1697467951506.0,120,86.0,20.0,"[17, 206, 47, 43, 43, 42, 43, 40, 40, 41, 114, 44, 43, 43, 43, 42, 158, 43, 42, 42, 40]","[1697467950306, 1697467950512, 1697467950559, 1697467950602, 1697467950645, 1697467950687, 1697467950730, 1697467950770, 1697467950810, 1697467950851, 1697467950965, 1697467951009, 1697467951052, 1697467951095, 1697467951138, 1697467951180, 1697467951338, 1697467951381, 1697467951423, 1697467951465, 1697467951505]"
14,14,710,1,[],200,llama-13b,8,1,324.0,1.0,4,T4,1697467948264,1697467948588.0,120,14.0,1.0,"[19, 304]","[1697467948283, 1697467948587]"
15,15,242,2,[],200,llama-13b,8,1,809.0,1.0,4,T4,1697467948591,1697467949400.0,120,345.0,9.0,"[9, 402, 47, 41, 46, 41, 38, 39, 107, 39]","[1697467948600, 1697467949002, 1697467949049, 1697467949090, 1697467949136, 1697467949177, 1697467949215, 1697467949254, 1697467949361, 1697467949400]"
16,16,5,1,[],200,llama-13b,8,1,1817.0,1.0,4,T4,1697467948181,1697467949998.0,120,84.0,20.0,"[13, 226, 41, 39, 129, 40, 39, 38, 38, 38, 227, 41, 46, 41, 38, 39, 107, 38, 40, 518, 41]","[1697467948194, 1697467948420, 1697467948461, 1697467948500, 1697467948629, 1697467948669, 1697467948708, 1697467948746, 1697467948784, 1697467948822, 1697467949049, 1697467949090, 1697467949136, 1697467949177, 1697467949215, 1697467949254, 1697467949361, 1697467949399, 1697467949439, 1697467949957, 1697467949998]"
17,17,729,3,[],200,llama-13b,8,1,555.0,1.0,4,T4,1697467949402,1697467949957.0,120,874.0,2.0,"[6, 549]","[1697467949408, 1697467949957]"
18,18,170,4,[],200,llama-13b,8,1,1134.0,1.0,4,T4,1697467949961,1697467951095.0,120,335.0,15.0,"[14, 262, 51, 40, 231, 43, 43, 42, 43, 40, 41, 40, 114, 44, 43, 43]","[1697467949975, 1697467950237, 1697467950288, 1697467950328, 1697467950559, 1697467950602, 1697467950645, 1697467950687, 1697467950730, 1697467950770, 1697467950811, 1697467950851, 1697467950965, 1697467951009, 1697467951052, 1697467951095]"
19,19,762,2,[],200,llama-13b,8,1,1427.0,1.0,4,T4,1697467947709,1697467949136.0,120,92.0,20.0,"[7, 185, 50, 45, 45, 45, 47, 45, 42, 39, 202, 39, 129, 40, 38, 39, 38, 38, 227, 41, 46]","[1697467947716, 1697467947901, 1697467947951, 1697467947996, 1697467948041, 1697467948086, 1697467948133, 1697467948178, 1697467948220, 1697467948259, 1697467948461, 1697467948500, 1697467948629, 1697467948669, 1697467948707, 1697467948746, 1697467948784, 1697467948822, 1697467949049, 1697467949090, 1697467949136]"
20,20,159,2,[],200,llama-13b,8,1,370.0,1.0,4,T4,1697467948633,1697467949003.0,120,31.0,1.0,"[13, 356]","[1697467948646, 1697467949002]"
21,21,319,3,[],200,llama-13b,8,1,181.0,1.0,4,T4,1697467949141,1697467949322.0,120,31.0,1.0,"[15, 166]","[1697467949156, 1697467949322]"
22,22,491,2,[],200,llama-13b,8,1,239.0,1.0,4,T4,1697467949999,1697467950238.0,120,14.0,1.0,"[6, 232]","[1697467950005, 1697467950237]"
23,23,834,3,[],200,llama-13b,8,1,1265.0,1.0,4,T4,1697467950241,1697467951506.0,120,85.0,20.0,"[14, 257, 47, 43, 43, 42, 43, 40, 41, 40, 115, 44, 42, 43, 43, 41, 159, 43, 42, 42, 40]","[1697467950255, 1697467950512, 1697467950559, 1697467950602, 1697467950645, 1697467950687, 1697467950730, 1697467950770, 1697467950811, 1697467950851, 1697467950966, 1697467951010, 1697467951052, 1697467951095, 1697467951138, 1697467951179, 1697467951338, 1697467951381, 1697467951423, 1697467951465, 1697467951505]"
24,24,661,4,[],200,llama-13b,8,1,1363.0,1.0,4,T4,1697467949324,1697467950687.0,120,161.0,10.0,"[17, 566, 50, 40, 39, 252, 40, 231, 43, 43, 42]","[1697467949341, 1697467949907, 1697467949957, 1697467949997, 1697467950036, 1697467950288, 1697467950328, 1697467950559, 1697467950602, 1697467950645, 1697467950687]"
25,25,529,3,[],200,llama-13b,8,1,316.0,1.0,4,T4,1697467949006,1697467949322.0,120,10.0,1.0,"[14, 302]","[1697467949020, 1697467949322]"
26,26,15,3,[],200,llama-13b,8,1,1510.0,1.0,4,T4,1697467951509,1697467953019.0,120,100.0,20.0,"[14, 189, 48, 43, 42, 43, 40, 45, 40, 162, 40, 40, 44, 45, 39, 217, 39, 253, 42, 43, 42]","[1697467951523, 1697467951712, 1697467951760, 1697467951803, 1697467951845, 1697467951888, 1697467951928, 1697467951973, 1697467952013, 1697467952175, 1697467952215, 1697467952255, 1697467952299, 1697467952344, 1697467952383, 1697467952600, 1697467952639, 1697467952892, 1697467952934, 1697467952977, 1697467953019]"
27,27,61,4,[],200,llama-13b,8,1,583.0,1.0,4,T4,1697467949324,1697467949907.0,120,9.0,1.0,"[11, 572]","[1697467949335, 1697467949907]"
28,28,550,5,[],200,llama-13b,8,1,1514.0,1.0,4,T4,1697467949910,1697467951424.0,120,91.0,20.0,"[17, 311, 50, 40, 231, 43, 43, 42, 43, 40, 40, 41, 115, 43, 43, 43, 43, 41, 159, 43, 42]","[1697467949927, 1697467950238, 1697467950288, 1697467950328, 1697467950559, 1697467950602, 1697467950645, 1697467950687, 1697467950730, 1697467950770, 1697467950810, 1697467950851, 1697467950966, 1697467951009, 1697467951052, 1697467951095, 1697467951138, 1697467951179, 1697467951338, 1697467951381, 1697467951423]"
29,29,395,4,[],200,llama-13b,8,1,1510.0,1.0,4,T4,1697467951509,1697467953019.0,120,88.0,20.0,"[7, 196, 48, 43, 42, 43, 40, 45, 40, 162, 40, 40, 44, 45, 39, 217, 39, 253, 42, 43, 42]","[1697467951516, 1697467951712, 1697467951760, 1697467951803, 1697467951845, 1697467951888, 1697467951928, 1697467951973, 1697467952013, 1697467952175, 1697467952215, 1697467952255, 1697467952299, 1697467952344, 1697467952383, 1697467952600, 1697467952639, 1697467952892, 1697467952934, 1697467952977, 1697467953019]"
30,30,528,1,[],200,llama-13b,8,1,2026.0,1.0,4,T4,1697467948263,1697467950289.0,120,52.0,20.0,"[6, 318, 42, 40, 38, 39, 38, 38, 227, 41, 46, 41, 38, 39, 107, 39, 39, 518, 40, 39, 252]","[1697467948269, 1697467948587, 1697467948629, 1697467948669, 1697467948707, 1697467948746, 1697467948784, 1697467948822, 1697467949049, 1697467949090, 1697467949136, 1697467949177, 1697467949215, 1697467949254, 1697467949361, 1697467949400, 1697467949439, 1697467949957, 1697467949997, 1697467950036, 1697467950288]"
31,31,222,5,[],200,llama-13b,8,1,1323.0,1.0,4,T4,1697467950690,1697467952013.0,120,96.0,20.0,"[16, 210, 50, 44, 42, 43, 43, 41, 159, 43, 42, 42, 40, 40, 215, 43, 42, 42, 41, 45, 40]","[1697467950706, 1697467950916, 1697467950966, 1697467951010, 1697467951052, 1697467951095, 1697467951138, 1697467951179, 1697467951338, 1697467951381, 1697467951423, 1697467951465, 1697467951505, 1697467951545, 1697467951760, 1697467951803, 1697467951845, 1697467951887, 1697467951928, 1697467951973, 1697467952013]"
32,32,633,5,[],200,llama-13b,8,1,1285.0,1.0,4,T4,1697467951098,1697467952383.0,120,90.0,20.0,"[17, 170, 53, 43, 42, 42, 40, 40, 215, 43, 42, 43, 40, 45, 40, 162, 40, 40, 44, 46, 38]","[1697467951115, 1697467951285, 1697467951338, 1697467951381, 1697467951423, 1697467951465, 1697467951505, 1697467951545, 1697467951760, 1697467951803, 1697467951845, 1697467951888, 1697467951928, 1697467951973, 1697467952013, 1697467952175, 1697467952215, 1697467952255, 1697467952299, 1697467952345, 1697467952383]"
33,33,71,6,[],200,llama-13b,8,1,1186.0,1.0,4,T4,1697467952384,1697467953570.0,120,364.0,11.0,"[7, 453, 48, 42, 43, 41, 48, 163, 42, 213, 45, 41]","[1697467952391, 1697467952844, 1697467952892, 1697467952934, 1697467952977, 1697467953018, 1697467953066, 1697467953229, 1697467953271, 1697467953484, 1697467953529, 1697467953570]"
34,34,593,6,[],200,llama-13b,8,1,1215.0,1.0,4,T4,1697467952014,1697467953229.0,120,335.0,9.0,"[13, 529, 44, 39, 253, 42, 43, 41, 48, 163]","[1697467952027, 1697467952556, 1697467952600, 1697467952639, 1697467952892, 1697467952934, 1697467952977, 1697467953018, 1697467953066, 1697467953229]"
35,35,152,7,[],200,llama-13b,8,1,1264.0,1.0,4,T4,1697467953232,1697467954496.0,120,87.0,20.0,"[10, 193, 49, 45, 41, 41, 39, 117, 41, 161, 41, 40, 40, 40, 40, 121, 40, 45, 40, 40, 40]","[1697467953242, 1697467953435, 1697467953484, 1697467953529, 1697467953570, 1697467953611, 1697467953650, 1697467953767, 1697467953808, 1697467953969, 1697467954010, 1697467954050, 1697467954090, 1697467954130, 1697467954170, 1697467954291, 1697467954331, 1697467954376, 1697467954416, 1697467954456, 1697467954496]"
36,36,920,6,[],200,llama-13b,8,1,419.0,1.0,4,T4,1697467951427,1697467951846.0,120,96.0,4.0,"[7, 278, 48, 43, 42]","[1697467951434, 1697467951712, 1697467951760, 1697467951803, 1697467951845]"
37,37,557,7,[],200,llama-13b,8,1,154.0,1.0,4,T4,1697467953573,1697467953727.0,120,31.0,1.0,"[17, 137]","[1697467953590, 1697467953727]"
38,38,477,7,[],200,llama-13b,8,1,3715.0,1.0,4,T4,1697467951849,1697467955564.0,120,244.0,50.0,"[8, 273, 45, 40, 40, 44, 46, 38, 217, 40, 252, 42, 43, 41, 48, 163, 43, 212, 45, 41, 41, 39, 117, 41, 161, 41, 40, 40, 40, 40, 121, 40, 45, 40, 40, 39, 40, 319, 43, 43, 48, 43, 43, 44, 40, 112, 43, 40, 47, 40, 123]","[1697467951857, 1697467952130, 1697467952175, 1697467952215, 1697467952255, 1697467952299, 1697467952345, 1697467952383, 1697467952600, 1697467952640, 1697467952892, 1697467952934, 1697467952977, 1697467953018, 1697467953066, 1697467953229, 1697467953272, 1697467953484, 1697467953529, 1697467953570, 1697467953611, 1697467953650, 1697467953767, 1697467953808, 1697467953969, 1697467954010, 1697467954050, 1697467954090, 1697467954130, 1697467954170, 1697467954291, 1697467954331, 1697467954376, 1697467954416, 1697467954456, 1697467954495, 1697467954535, 1697467954854, 1697467954897, 1697467954940, 1697467954988, 1697467955031, 1697467955074, 1697467955118, 1697467955158, 1697467955270, 1697467955313, 1697467955353, 1697467955400, 1697467955440, 1697467955563]"
39,39,501,4,[],200,llama-13b,8,1,158.0,1.0,4,T4,1697467953022,1697467953180.0,120,19.0,1.0,"[14, 144]","[1697467953036, 1697467953180]"
40,40,29,5,[],200,llama-13b,8,1,468.0,1.0,4,T4,1697467953182,1697467953650.0,120,161.0,6.0,"[7, 246, 49, 45, 41, 41, 39]","[1697467953189, 1697467953435, 1697467953484, 1697467953529, 1697467953570, 1697467953611, 1697467953650]"
41,41,207,3,[],200,llama-13b,8,1,539.0,1.0,4,T4,1697467952017,1697467952556.0,120,10.0,1.0,"[9, 530]","[1697467952026, 1697467952556]"
42,42,396,6,[],200,llama-13b,8,1,1423.0,1.0,4,T4,1697467953651,1697467955074.0,120,89.0,20.0,"[15, 256, 47, 41, 40, 40, 40, 40, 121, 40, 45, 40, 40, 39, 40, 319, 43, 43, 48, 43, 43]","[1697467953666, 1697467953922, 1697467953969, 1697467954010, 1697467954050, 1697467954090, 1697467954130, 1697467954170, 1697467954291, 1697467954331, 1697467954376, 1697467954416, 1697467954456, 1697467954495, 1697467954535, 1697467954854, 1697467954897, 1697467954940, 1697467954988, 1697467955031, 1697467955074]"
43,43,577,4,[],200,llama-13b,8,1,925.0,1.0,4,T4,1697467952559,1697467953484.0,120,93.0,9.0,"[10, 323, 42, 43, 41, 48, 163, 42, 213]","[1697467952569, 1697467952892, 1697467952934, 1697467952977, 1697467953018, 1697467953066, 1697467953229, 1697467953271, 1697467953484]"
44,44,135,5,[],200,llama-13b,8,1,282.0,1.0,4,T4,1697467953486,1697467953768.0,120,52.0,2.0,"[16, 224, 42]","[1697467953502, 1697467953726, 1697467953768]"
45,45,505,6,[],200,llama-13b,8,1,1671.0,1.0,4,T4,1697467953770,1697467955441.0,120,100.0,27.0,"[16, 183, 41, 40, 40, 40, 40, 121, 40, 45, 40, 40, 39, 40, 319, 43, 43, 48, 43, 43, 44, 40, 112, 43, 40, 47, 41]","[1697467953786, 1697467953969, 1697467954010, 1697467954050, 1697467954090, 1697467954130, 1697467954170, 1697467954291, 1697467954331, 1697467954376, 1697467954416, 1697467954456, 1697467954495, 1697467954535, 1697467954854, 1697467954897, 1697467954940, 1697467954988, 1697467955031, 1697467955074, 1697467955118, 1697467955158, 1697467955270, 1697467955313, 1697467955353, 1697467955400, 1697467955441]"
46,46,43,7,[],200,llama-13b,8,1,1260.0,1.0,4,T4,1697467955443,1697467956703.0,120,732.0,8.0,"[19, 521, 50, 42, 41, 42, 46, 454, 45]","[1697467955462, 1697467955983, 1697467956033, 1697467956075, 1697467956116, 1697467956158, 1697467956204, 1697467956658, 1697467956703]"
47,47,609,8,[],200,llama-13b,8,1,1660.0,1.0,4,T4,1697467954499,1697467956159.0,120,88.0,20.0,"[19, 288, 48, 43, 43, 48, 43, 43, 44, 40, 112, 43, 40, 47, 41, 122, 39, 431, 42, 41, 42]","[1697467954518, 1697467954806, 1697467954854, 1697467954897, 1697467954940, 1697467954988, 1697467955031, 1697467955074, 1697467955118, 1697467955158, 1697467955270, 1697467955313, 1697467955353, 1697467955400, 1697467955441, 1697467955563, 1697467955602, 1697467956033, 1697467956075, 1697467956116, 1697467956158]"
48,48,413,8,[],200,llama-13b,8,1,3990.0,1.0,4,T4,1697467956704,1697467960694.0,120,244.0,50.0,"[13, 284, 53, 48, 42, 41, 42, 41, 157, 43, 45, 42, 42, 41, 127, 46, 42, 42, 44, 42, 217, 41, 41, 40, 40, 42, 153, 40, 239, 38, 256, 41, 41, 42, 40, 40, 158, 44, 44, 41, 364, 40, 116, 37, 150, 46, 40, 41, 38, 158, 45]","[1697467956717, 1697467957001, 1697467957054, 1697467957102, 1697467957144, 1697467957185, 1697467957227, 1697467957268, 1697467957425, 1697467957468, 1697467957513, 1697467957555, 1697467957597, 1697467957638, 1697467957765, 1697467957811, 1697467957853, 1697467957895, 1697467957939, 1697467957981, 1697467958198, 1697467958239, 1697467958280, 1697467958320, 1697467958360, 1697467958402, 1697467958555, 1697467958595, 1697467958834, 1697467958872, 1697467959128, 1697467959169, 1697467959210, 1697467959252, 1697467959292, 1697467959332, 1697467959490, 1697467959534, 1697467959578, 1697467959619, 1697467959983, 1697467960023, 1697467960139, 1697467960176, 1697467960326, 1697467960372, 1697467960412, 1697467960453, 1697467960491, 1697467960649, 1697467960694]"
49,49,928,8,[],200,llama-13b,8,1,191.0,1.0,4,T4,1697467953731,1697467953922.0,120,20.0,1.0,"[8, 183]","[1697467953739, 1697467953922]"
50,50,47,9,[],200,llama-13b,8,1,1602.0,1.0,4,T4,1697467956163,1697467957765.0,120,90.0,20.0,"[18, 424, 53, 45, 44, 41, 42, 41, 183, 48, 42, 41, 42, 41, 157, 43, 46, 41, 42, 41, 127]","[1697467956181, 1697467956605, 1697467956658, 1697467956703, 1697467956747, 1697467956788, 1697467956830, 1697467956871, 1697467957054, 1697467957102, 1697467957144, 1697467957185, 1697467957227, 1697467957268, 1697467957425, 1697467957468, 1697467957514, 1697467957555, 1697467957597, 1697467957638, 1697467957765]"
51,51,458,9,[],200,llama-13b,8,1,322.0,1.0,4,T4,1697467953927,1697467954249.0,120,11.0,1.0,"[13, 309]","[1697467953940, 1697467954249]"
52,52,15,10,[],200,llama-13b,8,1,1907.0,1.0,4,T4,1697467954252,1697467956159.0,120,100.0,20.0,"[11, 543, 48, 43, 43, 48, 43, 43, 44, 40, 112, 43, 40, 47, 41, 122, 40, 430, 42, 41, 42]","[1697467954263, 1697467954806, 1697467954854, 1697467954897, 1697467954940, 1697467954988, 1697467955031, 1697467955074, 1697467955118, 1697467955158, 1697467955270, 1697467955313, 1697467955353, 1697467955400, 1697467955441, 1697467955563, 1697467955603, 1697467956033, 1697467956075, 1697467956116, 1697467956158]"
53,53,53,2,[],200,llama-13b,8,1,3838.0,1.0,4,T4,1697467950292,1697467954130.0,120,216.0,55.0,"[7, 213, 47, 43, 43, 42, 43, 40, 41, 40, 115, 43, 43, 43, 43, 41, 159, 43, 42, 42, 40, 40, 215, 43, 42, 42, 41, 45, 40, 162, 40, 40, 44, 46, 38, 217, 39, 253, 42, 43, 41, 48, 163, 42, 213, 45, 41, 41, 39, 117, 41, 161, 41, 40, 40, 40]","[1697467950299, 1697467950512, 1697467950559, 1697467950602, 1697467950645, 1697467950687, 1697467950730, 1697467950770, 1697467950811, 1697467950851, 1697467950966, 1697467951009, 1697467951052, 1697467951095, 1697467951138, 1697467951179, 1697467951338, 1697467951381, 1697467951423, 1697467951465, 1697467951505, 1697467951545, 1697467951760, 1697467951803, 1697467951845, 1697467951887, 1697467951928, 1697467951973, 1697467952013, 1697467952175, 1697467952215, 1697467952255, 1697467952299, 1697467952345, 1697467952383, 1697467952600, 1697467952639, 1697467952892, 1697467952934, 1697467952977, 1697467953018, 1697467953066, 1697467953229, 1697467953271, 1697467953484, 1697467953529, 1697467953570, 1697467953611, 1697467953650, 1697467953767, 1697467953808, 1697467953969, 1697467954010, 1697467954050, 1697467954090, 1697467954130]"
