,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,879,0,[],200,llama-13b,8,1,4090.0,1.0,2,A10,1697124344652,1697124348742.0,120,39.0,55.0,"[25, 414, 49, 43, 44, 237, 45, 47, 44, 45, 47, 45, 44, 103, 44, 51, 44, 45, 45, 49, 41, 162, 40, 114, 50, 40, 40, 40, 40, 164, 42, 41, 43, 41, 41, 100, 42, 40, 357, 42, 41, 206, 42, 196, 42, 43, 42, 45, 41, 42, 42, 99, 43, 50, 43, 43]","[1697124344677, 1697124345091, 1697124345140, 1697124345183, 1697124345227, 1697124345464, 1697124345509, 1697124345556, 1697124345600, 1697124345645, 1697124345692, 1697124345737, 1697124345781, 1697124345884, 1697124345928, 1697124345979, 1697124346023, 1697124346068, 1697124346113, 1697124346162, 1697124346203, 1697124346365, 1697124346405, 1697124346519, 1697124346569, 1697124346609, 1697124346649, 1697124346689, 1697124346729, 1697124346893, 1697124346935, 1697124346976, 1697124347019, 1697124347060, 1697124347101, 1697124347201, 1697124347243, 1697124347283, 1697124347640, 1697124347682, 1697124347723, 1697124347929, 1697124347971, 1697124348167, 1697124348209, 1697124348252, 1697124348294, 1697124348339, 1697124348380, 1697124348422, 1697124348464, 1697124348563, 1697124348606, 1697124348656, 1697124348699, 1697124348742]"
1,1,563,0,[],200,llama-13b,8,1,1462.0,1.0,2,A10,1697124344651,1697124346113.0,120,874.0,18.0,"[21, 419, 49, 43, 44, 237, 44, 48, 44, 45, 47, 45, 44, 103, 44, 51, 45, 44, 45]","[1697124344672, 1697124345091, 1697124345140, 1697124345183, 1697124345227, 1697124345464, 1697124345508, 1697124345556, 1697124345600, 1697124345645, 1697124345692, 1697124345737, 1697124345781, 1697124345884, 1697124345928, 1697124345979, 1697124346024, 1697124346068, 1697124346113]"
2,2,339,0,[],200,llama-13b,8,1,1553.0,1.0,2,A10,1697124344651,1697124346204.0,120,87.0,20.0,"[27, 412, 50, 43, 44, 237, 45, 47, 44, 45, 47, 45, 44, 103, 44, 51, 45, 44, 45, 49, 42]","[1697124344678, 1697124345090, 1697124345140, 1697124345183, 1697124345227, 1697124345464, 1697124345509, 1697124345556, 1697124345600, 1697124345645, 1697124345692, 1697124345737, 1697124345781, 1697124345884, 1697124345928, 1697124345979, 1697124346024, 1697124346068, 1697124346113, 1697124346162, 1697124346204]"
3,3,861,0,[],200,llama-13b,8,1,440.0,1.0,2,A10,1697124344651,1697124345091.0,120,10.0,1.0,"[22, 418]","[1697124344673, 1697124345091]"
4,4,672,0,[],200,llama-13b,8,1,1552.0,1.0,2,A10,1697124344651,1697124346203.0,120,93.0,20.0,"[17, 472, 43, 44, 237, 45, 47, 44, 45, 47, 45, 44, 103, 44, 51, 45, 44, 45, 49, 41]","[1697124344668, 1697124345140, 1697124345183, 1697124345227, 1697124345464, 1697124345509, 1697124345556, 1697124345600, 1697124345645, 1697124345692, 1697124345737, 1697124345781, 1697124345884, 1697124345928, 1697124345979, 1697124346024, 1697124346068, 1697124346113, 1697124346162, 1697124346203]"
5,5,231,0,[],200,llama-13b,8,1,438.0,1.0,2,A10,1697124344653,1697124345091.0,120,13.0,1.0,"[29, 409]","[1697124344682, 1697124345091]"
6,6,158,0,[],200,llama-13b,8,1,1552.0,1.0,2,A10,1697124344652,1697124346204.0,120,85.0,20.0,"[31, 408, 49, 43, 44, 237, 44, 48, 44, 45, 47, 45, 44, 103, 44, 51, 45, 44, 45, 49, 41]","[1697124344683, 1697124345091, 1697124345140, 1697124345183, 1697124345227, 1697124345464, 1697124345508, 1697124345556, 1697124345600, 1697124345645, 1697124345692, 1697124345737, 1697124345781, 1697124345884, 1697124345928, 1697124345979, 1697124346024, 1697124346068, 1697124346113, 1697124346162, 1697124346203]"
7,7,752,0,[],200,llama-13b,8,1,533.0,1.0,2,A10,1697124344651,1697124345184.0,120,39.0,3.0,"[15, 57, 417, 43]","[1697124344666, 1697124344723, 1697124345140, 1697124345183]"
8,8,194,1,[],200,llama-13b,8,1,976.0,1.0,2,A10,1697124345186,1697124346162.0,120,335.0,16.0,"[7, 222, 49, 45, 47, 44, 45, 47, 45, 44, 103, 45, 50, 45, 44, 45, 49]","[1697124345193, 1697124345415, 1697124345464, 1697124345509, 1697124345556, 1697124345600, 1697124345645, 1697124345692, 1697124345737, 1697124345781, 1697124345884, 1697124345929, 1697124345979, 1697124346024, 1697124346068, 1697124346113, 1697124346162]"
9,9,386,1,[],200,llama-13b,8,1,552.0,1.0,2,A10,1697124345093,1697124345645.0,120,140.0,6.0,"[16, 306, 49, 44, 48, 44, 45]","[1697124345109, 1697124345415, 1697124345464, 1697124345508, 1697124345556, 1697124345600, 1697124345645]"
