,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,158,0,[],200,llama-13b,16,1,815.0,1,1,H100,1697101169526,1697101170341,120,85,20,"[11, 137, 20, 143, 23, 20, 23, 106, 24, 25, 24, 24, 24, 24, 24, 24, 51, 22, 22, 23, 21]","[1697101169537, 1697101169674, 1697101169694, 1697101169837, 1697101169860, 1697101169880, 1697101169903, 1697101170009, 1697101170033, 1697101170058, 1697101170082, 1697101170106, 1697101170130, 1697101170154, 1697101170178, 1697101170202, 1697101170253, 1697101170275, 1697101170297, 1697101170320, 1697101170341]"
1,1,394,0,[],200,llama-13b,16,1,277.0,1,1,H100,1697101169530,1697101169807,120,11,1,"[36, 241]","[1697101169566, 1697101169807]"
2,2,563,0,[],200,llama-13b,16,1,767.0,1,1,H100,1697101169530,1697101170297,120,874,18,"[13, 131, 20, 143, 23, 20, 23, 106, 24, 25, 24, 24, 24, 24, 24, 24, 51, 22, 22]","[1697101169543, 1697101169674, 1697101169694, 1697101169837, 1697101169860, 1697101169880, 1697101169903, 1697101170009, 1697101170033, 1697101170058, 1697101170082, 1697101170106, 1697101170130, 1697101170154, 1697101170178, 1697101170202, 1697101170253, 1697101170275, 1697101170297]"
3,3,231,0,[],200,llama-13b,16,1,278.0,1,1,H100,1697101169530,1697101169808,120,13,1,"[49, 228]","[1697101169579, 1697101169807]"
4,4,159,1,[],200,llama-13b,16,1,169.0,1,1,H100,1697101169809,1697101169978,120,31,1,"[6, 163]","[1697101169815, 1697101169978]"
5,5,327,1,[],200,llama-13b,16,1,394.0,1,1,H100,1697101169808,1697101170202,120,563,10,"[7, 163, 31, 24, 25, 24, 24, 24, 24, 24, 24]","[1697101169815, 1697101169978, 1697101170009, 1697101170033, 1697101170058, 1697101170082, 1697101170106, 1697101170130, 1697101170154, 1697101170178, 1697101170202]"
6,6,672,0,[],200,llama-13b,16,1,832.0,1,1,H100,1697101169530,1697101170362,120,93,20,"[48, 259, 23, 20, 23, 106, 24, 25, 24, 24, 24, 24, 24, 24, 51, 22, 22, 23, 21, 21]","[1697101169578, 1697101169837, 1697101169860, 1697101169880, 1697101169903, 1697101170009, 1697101170033, 1697101170058, 1697101170082, 1697101170106, 1697101170130, 1697101170154, 1697101170178, 1697101170202, 1697101170253, 1697101170275, 1697101170297, 1697101170320, 1697101170341, 1697101170362]"
7,7,230,2,[],200,llama-13b,16,1,328.0,1,1,H100,1697101170203,1697101170531,120,86,5,"[7, 236, 23, 20, 20, 22]","[1697101170210, 1697101170446, 1697101170469, 1697101170489, 1697101170509, 1697101170531]"
8,8,61,2,[],200,llama-13b,16,1,249.0,1,1,H100,1697101169979,1697101170228,120,9,1,"[7, 242]","[1697101169986, 1697101170228]"
9,9,920,3,[],200,llama-13b,16,1,280.0,1,1,H100,1697101170229,1697101170509,120,96,4,"[6, 211, 23, 20, 20]","[1697101170235, 1697101170446, 1697101170469, 1697101170489, 1697101170509]"
