,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,753,0,[],200,llama-7b,128,1,2517.0,1,2,H100,1697099220570,1697099223087,120,83,20,"[61, 89, 52, 224, 381, 377, 51, 50, 48, 336, 61, 61, 61, 59, 55, 55, 54, 258, 63, 61, 59]","[1697099220631, 1697099220720, 1697099220772, 1697099220996, 1697099221377, 1697099221754, 1697099221805, 1697099221855, 1697099221903, 1697099222239, 1697099222300, 1697099222361, 1697099222422, 1697099222481, 1697099222536, 1697099222591, 1697099222645, 1697099222903, 1697099222966, 1697099223027, 1697099223086]"
1,1,371,0,[],200,llama-7b,128,1,1115.0,1,2,H100,1697099220588,1697099221703,120,13,1,"[411, 704]","[1697099220999, 1697099221703]"
2,2,553,0,[],200,llama-7b,128,1,2612.0,1,2,H100,1697099220585,1697099223197,120,88,20,"[234, 518, 40, 378, 50, 50, 48, 336, 62, 60, 61, 60, 54, 55, 54, 258, 63, 61, 60, 55, 55]","[1697099220819, 1697099221337, 1697099221377, 1697099221755, 1697099221805, 1697099221855, 1697099221903, 1697099222239, 1697099222301, 1697099222361, 1697099222422, 1697099222482, 1697099222536, 1697099222591, 1697099222645, 1697099222903, 1697099222966, 1697099223027, 1697099223087, 1697099223142, 1697099223197]"
3,3,202,0,[],200,llama-7b,128,1,8134.0,1,2,H100,1697099220586,1697099228720,120,874,72,"[188, 563, 40, 377, 51, 50, 48, 336, 61, 61, 61, 59, 55, 55, 54, 258, 63, 61, 60, 55, 54, 46, 315, 52, 53, 52, 43, 313, 57, 56, 46, 54, 52, 51, 285, 61, 55, 55, 45, 54, 287, 54, 54, 53, 52, 372, 57, 55, 54, 53, 306, 57, 56, 51, 420, 63, 64, 50, 59, 53, 335, 64, 63, 64, 57, 56, 296, 62, 63, 57, 56, 54, 282]","[1697099220774, 1697099221337, 1697099221377, 1697099221754, 1697099221805, 1697099221855, 1697099221903, 1697099222239, 1697099222300, 1697099222361, 1697099222422, 1697099222481, 1697099222536, 1697099222591, 1697099222645, 1697099222903, 1697099222966, 1697099223027, 1697099223087, 1697099223142, 1697099223196, 1697099223242, 1697099223557, 1697099223609, 1697099223662, 1697099223714, 1697099223757, 1697099224070, 1697099224127, 1697099224183, 1697099224229, 1697099224283, 1697099224335, 1697099224386, 1697099224671, 1697099224732, 1697099224787, 1697099224842, 1697099224887, 1697099224941, 1697099225228, 1697099225282, 1697099225336, 1697099225389, 1697099225441, 1697099225813, 1697099225870, 1697099225925, 1697099225979, 1697099226032, 1697099226338, 1697099226395, 1697099226451, 1697099226502, 1697099226922, 1697099226985, 1697099227049, 1697099227099, 1697099227158, 1697099227211, 1697099227546, 1697099227610, 1697099227673, 1697099227737, 1697099227794, 1697099227850, 1697099228146, 1697099228208, 1697099228271, 1697099228328, 1697099228384, 1697099228438, 1697099228720]"
4,4,533,0,[],200,llama-7b,128,1,789.0,1,2,H100,1697099220588,1697099221377,120,216,2,"[353, 436]","[1697099220941, 1697099221377]"
5,5,444,0,[],200,llama-7b,128,1,1316.0,1,2,H100,1697099220587,1697099221903,120,457,6,"[321, 429, 40, 378, 50, 50, 48]","[1697099220908, 1697099221337, 1697099221377, 1697099221755, 1697099221805, 1697099221855, 1697099221903]"
6,6,13,0,[],200,llama-7b,128,1,2561.0,1,2,H100,1697099220581,1697099223142,120,90,20,"[152, 238, 25, 381, 377, 51, 50, 48, 336, 61, 61, 61, 59, 55, 55, 54, 258, 63, 61, 60, 55]","[1697099220733, 1697099220971, 1697099220996, 1697099221377, 1697099221754, 1697099221805, 1697099221855, 1697099221903, 1697099222239, 1697099222300, 1697099222361, 1697099222422, 1697099222481, 1697099222536, 1697099222591, 1697099222645, 1697099222903, 1697099222966, 1697099223027, 1697099223087, 1697099223142]"
7,7,280,0,[],200,llama-7b,128,1,2517.0,1,2,H100,1697099220570,1697099223087,120,91,20,"[67, 84, 51, 224, 381, 377, 51, 50, 48, 336, 61, 61, 61, 59, 55, 55, 54, 258, 63, 61, 59]","[1697099220637, 1697099220721, 1697099220772, 1697099220996, 1697099221377, 1697099221754, 1697099221805, 1697099221855, 1697099221903, 1697099222239, 1697099222300, 1697099222361, 1697099222422, 1697099222481, 1697099222536, 1697099222591, 1697099222645, 1697099222903, 1697099222966, 1697099223027, 1697099223086]"
8,8,691,0,[],200,llama-7b,128,1,397.0,1,2,H100,1697099220574,1697099220971,120,47,1,"[117, 280]","[1697099220691, 1697099220971]"
9,9,205,0,[],200,llama-7b,128,1,2609.0,1,2,H100,1697099220588,1697099223197,120,87,20,"[390, 359, 40, 378, 50, 50, 48, 336, 62, 60, 61, 60, 54, 55, 54, 258, 63, 61, 59, 56, 55]","[1697099220978, 1697099221337, 1697099221377, 1697099221755, 1697099221805, 1697099221855, 1697099221903, 1697099222239, 1697099222301, 1697099222361, 1697099222422, 1697099222482, 1697099222536, 1697099222591, 1697099222645, 1697099222903, 1697099222966, 1697099223027, 1697099223086, 1697099223142, 1697099223197]"
