,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,158,0,[],200,ibm/mpt-7b-instruct2,8,1,667.0,1,1,H100,1697085750967,1697085751634,120,85,20,"[18, 91, 37, 21, 26, 84, 25, 25, 25, 26, 32, 23, 24, 47, 26, 25, 26, 26, 25, 21, 14]","[1697085750985, 1697085751076, 1697085751113, 1697085751134, 1697085751160, 1697085751244, 1697085751269, 1697085751294, 1697085751319, 1697085751345, 1697085751377, 1697085751400, 1697085751424, 1697085751471, 1697085751497, 1697085751522, 1697085751548, 1697085751574, 1697085751599, 1697085751620, 1697085751634]"
1,879,0,[],200,ibm/mpt-7b-instruct2,8,1,1588.0,1,1,H100,1697085750967,1697085752555,120,39,55,"[6, 103, 37, 21, 26, 84, 25, 25, 25, 26, 32, 23, 24, 47, 26, 26, 25, 26, 25, 21, 14, 42, 13, 48, 17, 13, 14, 14, 13, 55, 16, 15, 19, 15, 15, 32, 15, 16, 158, 16, 16, 66, 17, 57, 16, 16, 17, 20, 15, 16, 15, 36, 17, 16, 16, 19]","[1697085750973, 1697085751076, 1697085751113, 1697085751134, 1697085751160, 1697085751244, 1697085751269, 1697085751294, 1697085751319, 1697085751345, 1697085751377, 1697085751400, 1697085751424, 1697085751471, 1697085751497, 1697085751523, 1697085751548, 1697085751574, 1697085751599, 1697085751620, 1697085751634, 1697085751676, 1697085751689, 1697085751737, 1697085751754, 1697085751767, 1697085751781, 1697085751795, 1697085751808, 1697085751863, 1697085751879, 1697085751894, 1697085751913, 1697085751928, 1697085751943, 1697085751975, 1697085751990, 1697085752006, 1697085752164, 1697085752180, 1697085752196, 1697085752262, 1697085752279, 1697085752336, 1697085752352, 1697085752368, 1697085752385, 1697085752405, 1697085752420, 1697085752436, 1697085752451, 1697085752487, 1697085752504, 1697085752520, 1697085752536, 1697085752555]"
2,339,0,[],200,ibm/mpt-7b-instruct2,8,1,667.0,1,1,H100,1697085750967,1697085751634,120,87,20,"[10, 99, 37, 21, 26, 84, 25, 25, 25, 26, 32, 23, 24, 47, 26, 26, 25, 26, 25, 21, 14]","[1697085750977, 1697085751076, 1697085751113, 1697085751134, 1697085751160, 1697085751244, 1697085751269, 1697085751294, 1697085751319, 1697085751345, 1697085751377, 1697085751400, 1697085751424, 1697085751471, 1697085751497, 1697085751523, 1697085751548, 1697085751574, 1697085751599, 1697085751620, 1697085751634]"
3,861,0,[],200,ibm/mpt-7b-instruct2,8,1,109.0,1,1,H100,1697085750967,1697085751076,120,10,1,"[14, 95]","[1697085750981, 1697085751076]"
4,231,0,[],200,ibm/mpt-7b-instruct2,8,1,109.0,1,1,H100,1697085750967,1697085751076,120,13,1,"[10, 99]","[1697085750977, 1697085751076]"
5,601,1,[],200,ibm/mpt-7b-instruct2,8,1,660.0,1,1,H100,1697085751077,1697085751737,120,83,20,"[5, 124, 38, 25, 25, 25, 26, 32, 23, 24, 47, 26, 26, 25, 26, 25, 21, 14, 42, 13, 48]","[1697085751082, 1697085751206, 1697085751244, 1697085751269, 1697085751294, 1697085751319, 1697085751345, 1697085751377, 1697085751400, 1697085751424, 1697085751471, 1697085751497, 1697085751523, 1697085751548, 1697085751574, 1697085751599, 1697085751620, 1697085751634, 1697085751676, 1697085751689, 1697085751737]"
6,752,0,[],200,ibm/mpt-7b-instruct2,8,1,168.0,1,1,H100,1697085750967,1697085751135,120,39,3,"[18, 91, 37, 21]","[1697085750985, 1697085751076, 1697085751113, 1697085751134]"
7,386,1,[],200,ibm/mpt-7b-instruct2,8,1,268.0,1,1,H100,1697085751077,1697085751345,120,140,6,"[5, 124, 38, 25, 25, 25, 26]","[1697085751082, 1697085751206, 1697085751244, 1697085751269, 1697085751294, 1697085751319, 1697085751345]"
8,194,1,[],200,ibm/mpt-7b-instruct2,8,1,485.0,1,1,H100,1697085751135,1697085751620,120,335,16,"[5, 66, 38, 25, 25, 25, 26, 32, 23, 24, 47, 26, 26, 25, 26, 25, 21]","[1697085751140, 1697085751206, 1697085751244, 1697085751269, 1697085751294, 1697085751319, 1697085751345, 1697085751377, 1697085751400, 1697085751424, 1697085751471, 1697085751497, 1697085751523, 1697085751548, 1697085751574, 1697085751599, 1697085751620]"
9,762,2,[],200,ibm/mpt-7b-instruct2,8,1,549.0,1,1,H100,1697085751346,1697085751895,120,92,20,"[4, 90, 31, 26, 26, 25, 26, 25, 21, 14, 42, 13, 48, 17, 13, 14, 14, 13, 55, 16, 16]","[1697085751350, 1697085751440, 1697085751471, 1697085751497, 1697085751523, 1697085751548, 1697085751574, 1697085751599, 1697085751620, 1697085751634, 1697085751676, 1697085751689, 1697085751737, 1697085751754, 1697085751767, 1697085751781, 1697085751795, 1697085751808, 1697085751863, 1697085751879, 1697085751895]"
10,159,2,[],200,ibm/mpt-7b-instruct2,8,1,105.0,1,1,H100,1697085751738,1697085751843,120,31,1,"[5, 100]","[1697085751743, 1697085751843]"
11,319,3,[],200,ibm/mpt-7b-instruct2,8,1,64.0,1,1,H100,1697085751896,1697085751960,120,31,1,"[4, 60]","[1697085751900, 1697085751960]"
12,661,4,[],200,ibm/mpt-7b-instruct2,8,1,424.0,1,1,H100,1697085751961,1697085752385,120,161,10,"[5, 166, 32, 16, 16, 67, 16, 57, 16, 16, 17]","[1697085751966, 1697085752132, 1697085752164, 1697085752180, 1697085752196, 1697085752263, 1697085752279, 1697085752336, 1697085752352, 1697085752368, 1697085752385]"
13,529,3,[],200,ibm/mpt-7b-instruct2,8,1,116.0,1,1,H100,1697085751844,1697085751960,120,10,1,"[5, 111]","[1697085751849, 1697085751960]"
