,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,672,0,[],200,llama-7b,4,1,904.0,1,4,T4,1697466398293,1697466399197,120,93,20,"[17, 100, 308, 24, 23, 23, 24, 23, 24, 23, 23, 24, 23, 24, 23, 24, 23, 24, 23, 23, 81]","[1697466398310, 1697466398410, 1697466398718, 1697466398742, 1697466398765, 1697466398788, 1697466398812, 1697466398835, 1697466398859, 1697466398882, 1697466398905, 1697466398929, 1697466398952, 1697466398976, 1697466398999, 1697466399023, 1697466399046, 1697466399070, 1697466399093, 1697466399116, 1697466399197]"
1,1,563,0,[],200,llama-7b,4,1,800.0,1,4,T4,1697466398294,1697466399094,120,874,18,"[22, 370, 32, 24, 23, 23, 24, 23, 24, 23, 24, 23, 23, 24, 23, 24, 23, 24, 24]","[1697466398316, 1697466398686, 1697466398718, 1697466398742, 1697466398765, 1697466398788, 1697466398812, 1697466398835, 1697466398859, 1697466398882, 1697466398906, 1697466398929, 1697466398952, 1697466398976, 1697466398999, 1697466399023, 1697466399046, 1697466399070, 1697466399094]"
2,2,158,0,[],200,llama-7b,4,1,904.0,1,4,T4,1697466398293,1697466399197,120,85,20,"[17, 100, 308, 24, 23, 23, 24, 23, 24, 23, 24, 23, 23, 24, 23, 24, 23, 24, 23, 23, 80]","[1697466398310, 1697466398410, 1697466398718, 1697466398742, 1697466398765, 1697466398788, 1697466398812, 1697466398835, 1697466398859, 1697466398882, 1697466398906, 1697466398929, 1697466398952, 1697466398976, 1697466398999, 1697466399023, 1697466399046, 1697466399070, 1697466399093, 1697466399116, 1697466399196]"
3,3,879,0,[],200,llama-7b,4,1,1962.0,1,4,T4,1697466398294,1697466400256,120,39,55,"[21, 371, 32, 24, 23, 23, 24, 23, 24, 23, 24, 23, 23, 24, 23, 24, 23, 24, 23, 23, 80, 22, 65, 81, 27, 21, 21, 21, 22, 21, 21, 22, 21, 22, 65, 21, 22, 36, 21, 21, 21, 22, 21, 59, 22, 21, 21, 21, 21, 22, 21, 21, 22, 22, 119, 31]","[1697466398315, 1697466398686, 1697466398718, 1697466398742, 1697466398765, 1697466398788, 1697466398812, 1697466398835, 1697466398859, 1697466398882, 1697466398906, 1697466398929, 1697466398952, 1697466398976, 1697466398999, 1697466399023, 1697466399046, 1697466399070, 1697466399093, 1697466399116, 1697466399196, 1697466399218, 1697466399283, 1697466399364, 1697466399391, 1697466399412, 1697466399433, 1697466399454, 1697466399476, 1697466399497, 1697466399518, 1697466399540, 1697466399561, 1697466399583, 1697466399648, 1697466399669, 1697466399691, 1697466399727, 1697466399748, 1697466399769, 1697466399790, 1697466399812, 1697466399833, 1697466399892, 1697466399914, 1697466399935, 1697466399956, 1697466399977, 1697466399998, 1697466400020, 1697466400041, 1697466400062, 1697466400084, 1697466400106, 1697466400225, 1697466400256]"
4,4,748,1,[],200,llama-7b,4,1,464.0,1,4,T4,1697466399097,1697466399561,120,182,14,"[16, 83, 22, 65, 81, 27, 21, 21, 21, 21, 22, 21, 22, 21]","[1697466399113, 1697466399196, 1697466399218, 1697466399283, 1697466399364, 1697466399391, 1697466399412, 1697466399433, 1697466399454, 1697466399475, 1697466399497, 1697466399518, 1697466399540, 1697466399561]"
5,5,857,1,[],200,llama-7b,4,1,57.0,1,4,T4,1697466399201,1697466399258,120,18,1,"[16, 41]","[1697466399217, 1697466399258]"
6,6,88,2,[],200,llama-7b,4,1,551.0,1,4,T4,1697466399261,1697466399812,120,58,20,"[7, 75, 21, 27, 21, 21, 21, 22, 21, 21, 22, 21, 22, 65, 21, 22, 36, 21, 21, 22, 21]","[1697466399268, 1697466399343, 1697466399364, 1697466399391, 1697466399412, 1697466399433, 1697466399454, 1697466399476, 1697466399497, 1697466399518, 1697466399540, 1697466399561, 1697466399583, 1697466399648, 1697466399669, 1697466399691, 1697466399727, 1697466399748, 1697466399769, 1697466399791, 1697466399812]"
7,7,335,1,[],200,llama-7b,4,1,2011.0,1,4,T4,1697466399199,1697466401210,120,58,62,"[19, 125, 21, 27, 21, 21, 21, 22, 21, 21, 22, 21, 22, 65, 21, 22, 36, 21, 21, 22, 21, 22, 58, 22, 21, 21, 21, 21, 22, 21, 21, 22, 22, 119, 30, 25, 21, 119, 23, 23, 22, 24, 66, 22, 22, 23, 53, 31, 21, 22, 97, 23, 22, 23, 23, 22, 22, 23, 22, 23, 22, 22, 93]","[1697466399218, 1697466399343, 1697466399364, 1697466399391, 1697466399412, 1697466399433, 1697466399454, 1697466399476, 1697466399497, 1697466399518, 1697466399540, 1697466399561, 1697466399583, 1697466399648, 1697466399669, 1697466399691, 1697466399727, 1697466399748, 1697466399769, 1697466399791, 1697466399812, 1697466399834, 1697466399892, 1697466399914, 1697466399935, 1697466399956, 1697466399977, 1697466399998, 1697466400020, 1697466400041, 1697466400062, 1697466400084, 1697466400106, 1697466400225, 1697466400255, 1697466400280, 1697466400301, 1697466400420, 1697466400443, 1697466400466, 1697466400488, 1697466400512, 1697466400578, 1697466400600, 1697466400622, 1697466400645, 1697466400698, 1697466400729, 1697466400750, 1697466400772, 1697466400869, 1697466400892, 1697466400914, 1697466400937, 1697466400960, 1697466400982, 1697466401004, 1697466401027, 1697466401049, 1697466401072, 1697466401094, 1697466401116, 1697466401209]"
8,8,5,2,[],200,llama-7b,4,1,520.0,1,4,T4,1697466399564,1697466400084,120,84,20,"[17, 45, 22, 21, 22, 36, 21, 21, 21, 22, 21, 59, 22, 21, 21, 21, 21, 22, 21, 21, 22]","[1697466399581, 1697466399626, 1697466399648, 1697466399669, 1697466399691, 1697466399727, 1697466399748, 1697466399769, 1697466399790, 1697466399812, 1697466399833, 1697466399892, 1697466399914, 1697466399935, 1697466399956, 1697466399977, 1697466399998, 1697466400020, 1697466400041, 1697466400062, 1697466400084]"
9,9,382,3,[],200,llama-7b,4,1,672.0,1,4,T4,1697466399816,1697466400488,120,47,20,"[14, 41, 21, 22, 21, 21, 21, 21, 22, 21, 21, 22, 22, 119, 30, 25, 21, 119, 23, 23, 22]","[1697466399830, 1697466399871, 1697466399892, 1697466399914, 1697466399935, 1697466399956, 1697466399977, 1697466399998, 1697466400020, 1697466400041, 1697466400062, 1697466400084, 1697466400106, 1697466400225, 1697466400255, 1697466400280, 1697466400301, 1697466400420, 1697466400443, 1697466400466, 1697466400488]"
