,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,879,0,[],200,llama-13b,1,1,1825.0,1,4,T4,1697467524845,1697467526670,120,39,55,"[20, 81, 35, 34, 35, 34, 34, 32, 31, 32, 31, 31, 31, 31, 32, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 31, 34, 31, 31, 33, 31, 32, 32, 44, 31, 31, 32, 31, 32, 36, 31, 31, 31, 32, 31, 31, 31, 31, 32, 30, 32, 31, 31, 31, 31, 32]","[1697467524865, 1697467524946, 1697467524981, 1697467525015, 1697467525050, 1697467525084, 1697467525118, 1697467525150, 1697467525181, 1697467525213, 1697467525244, 1697467525275, 1697467525306, 1697467525337, 1697467525369, 1697467525400, 1697467525431, 1697467525462, 1697467525493, 1697467525524, 1697467525555, 1697467525586, 1697467525617, 1697467525648, 1697467525679, 1697467525710, 1697467525744, 1697467525775, 1697467525806, 1697467525839, 1697467525870, 1697467525902, 1697467525934, 1697467525978, 1697467526009, 1697467526040, 1697467526072, 1697467526103, 1697467526135, 1697467526171, 1697467526202, 1697467526233, 1697467526264, 1697467526296, 1697467526327, 1697467526358, 1697467526389, 1697467526420, 1697467526452, 1697467526482, 1697467526514, 1697467526545, 1697467526576, 1697467526607, 1697467526638, 1697467526670]"
1,1,562,1,[],200,llama-13b,1,1,1310.0,1,4,T4,1697467526674,1697467527984,120,67,39,"[21, 61, 31, 31, 31, 31, 31, 31, 40, 31, 31, 32, 31, 32, 42, 31, 31, 31, 31, 31, 31, 32, 31, 31, 31, 31, 31, 32, 33, 32, 32, 32, 32, 41, 30, 32, 41, 30, 31, 32]","[1697467526695, 1697467526756, 1697467526787, 1697467526818, 1697467526849, 1697467526880, 1697467526911, 1697467526942, 1697467526982, 1697467527013, 1697467527044, 1697467527076, 1697467527107, 1697467527139, 1697467527181, 1697467527212, 1697467527243, 1697467527274, 1697467527305, 1697467527336, 1697467527367, 1697467527399, 1697467527430, 1697467527461, 1697467527492, 1697467527523, 1697467527554, 1697467527586, 1697467527619, 1697467527651, 1697467527683, 1697467527715, 1697467527747, 1697467527788, 1697467527818, 1697467527850, 1697467527891, 1697467527921, 1697467527952, 1697467527984]"
2,2,156,2,[],200,llama-13b,1,1,691.0,1,4,T4,1697467527987,1697467528678,120,86,20,"[19, 63, 31, 31, 32, 44, 31, 32, 31, 31, 31, 31, 32, 31, 31, 32, 31, 31, 32, 31, 33]","[1697467528006, 1697467528069, 1697467528100, 1697467528131, 1697467528163, 1697467528207, 1697467528238, 1697467528270, 1697467528301, 1697467528332, 1697467528363, 1697467528394, 1697467528426, 1697467528457, 1697467528488, 1697467528520, 1697467528551, 1697467528582, 1697467528614, 1697467528645, 1697467528678]"
3,3,669,3,[],200,llama-13b,1,1,706.0,1,4,T4,1697467528682,1697467529388,120,83,20,"[14, 68, 35, 31, 32, 41, 32, 31, 41, 31, 32, 31, 32, 32, 35, 31, 31, 31, 31, 32, 31]","[1697467528696, 1697467528764, 1697467528799, 1697467528830, 1697467528862, 1697467528903, 1697467528935, 1697467528966, 1697467529007, 1697467529038, 1697467529070, 1697467529101, 1697467529133, 1697467529165, 1697467529200, 1697467529231, 1697467529262, 1697467529293, 1697467529324, 1697467529356, 1697467529387]"
4,4,227,4,[],200,llama-13b,1,1,966.0,1,4,T4,1697467529391,1697467530357,120,364,25,"[17, 159, 32, 33, 33, 33, 32, 32, 35, 32, 32, 34, 38, 31, 32, 32, 32, 32, 32, 33, 31, 39, 32, 32, 33, 33]","[1697467529408, 1697467529567, 1697467529599, 1697467529632, 1697467529665, 1697467529698, 1697467529730, 1697467529762, 1697467529797, 1697467529829, 1697467529861, 1697467529895, 1697467529933, 1697467529964, 1697467529996, 1697467530028, 1697467530060, 1697467530092, 1697467530124, 1697467530157, 1697467530188, 1697467530227, 1697467530259, 1697467530291, 1697467530324, 1697467530357]"
5,5,747,5,[],200,llama-13b,1,1,1246.0,1,4,T4,1697467530361,1697467531607,120,140,36,"[17, 89, 31, 32, 31, 32, 31, 32, 31, 32, 32, 31, 43, 30, 32, 41, 32, 31, 39, 31, 32, 32, 31, 32, 37, 32, 32, 32, 33, 32, 32, 31, 32, 31, 32, 31, 32]","[1697467530378, 1697467530467, 1697467530498, 1697467530530, 1697467530561, 1697467530593, 1697467530624, 1697467530656, 1697467530687, 1697467530719, 1697467530751, 1697467530782, 1697467530825, 1697467530855, 1697467530887, 1697467530928, 1697467530960, 1697467530991, 1697467531030, 1697467531061, 1697467531093, 1697467531125, 1697467531156, 1697467531188, 1697467531225, 1697467531257, 1697467531289, 1697467531321, 1697467531354, 1697467531386, 1697467531418, 1697467531449, 1697467531481, 1697467531512, 1697467531544, 1697467531575, 1697467531607]"
6,6,333,6,[],200,llama-13b,1,1,608.0,1,4,T4,1697467531610,1697467532218,120,563,11,"[17, 262, 35, 33, 33, 32, 33, 32, 33, 32, 33, 32]","[1697467531627, 1697467531889, 1697467531924, 1697467531957, 1697467531990, 1697467532022, 1697467532055, 1697467532087, 1697467532120, 1697467532152, 1697467532185, 1697467532217]"
7,7,854,7,[],200,llama-13b,1,1,989.0,1,4,T4,1697467532221,1697467533210,120,67,29,"[17, 60, 31, 31, 31, 31, 32, 31, 31, 33, 33, 32, 32, 31, 32, 38, 30, 32, 39, 31, 31, 36, 31, 31, 42, 31, 31, 32, 33, 33]","[1697467532238, 1697467532298, 1697467532329, 1697467532360, 1697467532391, 1697467532422, 1697467532454, 1697467532485, 1697467532516, 1697467532549, 1697467532582, 1697467532614, 1697467532646, 1697467532677, 1697467532709, 1697467532747, 1697467532777, 1697467532809, 1697467532848, 1697467532879, 1697467532910, 1697467532946, 1697467532977, 1697467533008, 1697467533050, 1697467533081, 1697467533112, 1697467533144, 1697467533177, 1697467533210]"
8,8,419,8,[],200,llama-13b,1,1,684.0,1,4,T4,1697467533213,1697467533897,120,88,20,"[17, 64, 32, 31, 31, 32, 31, 32, 31, 31, 32, 32, 31, 32, 32, 31, 32, 32, 31, 36, 31]","[1697467533230, 1697467533294, 1697467533326, 1697467533357, 1697467533388, 1697467533420, 1697467533451, 1697467533483, 1697467533514, 1697467533545, 1697467533577, 1697467533609, 1697467533640, 1697467533672, 1697467533704, 1697467533735, 1697467533767, 1697467533799, 1697467533830, 1697467533866, 1697467533897]"
9,9,4,9,[],200,llama-13b,1,1,703.0,1,4,T4,1697467533901,1697467534604,120,89,20,"[17, 66, 31, 40, 31, 32, 33, 33, 33, 33, 40, 32, 31, 31, 32, 31, 31, 32, 31, 31, 32]","[1697467533918, 1697467533984, 1697467534015, 1697467534055, 1697467534086, 1697467534118, 1697467534151, 1697467534184, 1697467534217, 1697467534250, 1697467534290, 1697467534322, 1697467534353, 1697467534384, 1697467534416, 1697467534447, 1697467534478, 1697467534510, 1697467534541, 1697467534572, 1697467534604]"
