,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,879,0,[],200,bigcode/starcoder,2,1,881.0,1,4,H100,1697110683484,1697110684365,120,39,55,"[5, 59, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 16, 35, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 14, 13, 34, 14, 14, 13, 14, 14, 14, 14, 14, 14, 14, 14, 22, 13, 36, 14, 14, 14]","[1697110683489, 1697110683548, 1697110683562, 1697110683576, 1697110683590, 1697110683604, 1697110683618, 1697110683632, 1697110683646, 1697110683660, 1697110683674, 1697110683688, 1697110683702, 1697110683716, 1697110683730, 1697110683744, 1697110683758, 1697110683772, 1697110683788, 1697110683823, 1697110683837, 1697110683851, 1697110683865, 1697110683879, 1697110683893, 1697110683907, 1697110683921, 1697110683935, 1697110683949, 1697110683963, 1697110683977, 1697110683991, 1697110684005, 1697110684019, 1697110684038, 1697110684052, 1697110684065, 1697110684099, 1697110684113, 1697110684127, 1697110684140, 1697110684154, 1697110684168, 1697110684182, 1697110684196, 1697110684210, 1697110684224, 1697110684238, 1697110684252, 1697110684274, 1697110684287, 1697110684323, 1697110684337, 1697110684351, 1697110684365]"
1,563,0,[],200,bigcode/starcoder,2,1,288.0,1,4,H100,1697110683484,1697110683772,120,874,18,"[5, 44, 15, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14]","[1697110683489, 1697110683533, 1697110683548, 1697110683562, 1697110683576, 1697110683590, 1697110683604, 1697110683618, 1697110683632, 1697110683646, 1697110683660, 1697110683674, 1697110683688, 1697110683702, 1697110683716, 1697110683730, 1697110683744, 1697110683758, 1697110683772]"
2,670,1,[],200,bigcode/starcoder,2,1,279.0,1,4,H100,1697110683773,1697110684052,120,67,18,"[5, 45, 15, 13, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 19, 14]","[1697110683778, 1697110683823, 1697110683838, 1697110683851, 1697110683865, 1697110683879, 1697110683893, 1697110683907, 1697110683921, 1697110683935, 1697110683949, 1697110683963, 1697110683977, 1697110683991, 1697110684005, 1697110684019, 1697110684038, 1697110684052]"
3,748,2,[],200,bigcode/starcoder,2,1,221.0,1,4,H100,1697110684053,1697110684274,120,182,14,"[4, 42, 14, 14, 13, 14, 14, 14, 14, 14, 14, 14, 14, 22]","[1697110684057, 1697110684099, 1697110684113, 1697110684127, 1697110684140, 1697110684154, 1697110684168, 1697110684182, 1697110684196, 1697110684210, 1697110684224, 1697110684238, 1697110684252, 1697110684274]"
4,156,1,[],200,bigcode/starcoder,2,1,335.0,1,4,H100,1697110684366,1697110684701,120,86,20,"[5, 42, 14, 15, 14, 14, 14, 15, 14, 14, 14, 15, 14, 14, 27, 13, 34, 15, 14, 14]","[1697110684371, 1697110684413, 1697110684427, 1697110684442, 1697110684456, 1697110684470, 1697110684484, 1697110684499, 1697110684513, 1697110684527, 1697110684541, 1697110684556, 1697110684570, 1697110684584, 1697110684611, 1697110684624, 1697110684658, 1697110684673, 1697110684687, 1697110684701]"
5,855,3,[],200,bigcode/starcoder,2,1,336.0,1,4,H100,1697110684275,1697110684611,120,83,20,"[5, 43, 14, 14, 14, 13, 35, 14, 15, 14, 14, 14, 15, 14, 14, 14, 15, 14, 14, 27]","[1697110684280, 1697110684323, 1697110684337, 1697110684351, 1697110684365, 1697110684378, 1697110684413, 1697110684427, 1697110684442, 1697110684456, 1697110684470, 1697110684484, 1697110684499, 1697110684513, 1697110684527, 1697110684541, 1697110684556, 1697110684570, 1697110684584, 1697110684611]"
6,227,2,[],200,bigcode/starcoder,2,1,412.0,1,4,H100,1697110684702,1697110685114,120,364,25,"[5, 29, 14, 14, 14, 24, 14, 15, 14, 14, 14, 14, 14, 14, 14, 14, 13, 36, 14, 14, 14, 24, 14, 14, 14, 14]","[1697110684707, 1697110684736, 1697110684750, 1697110684764, 1697110684778, 1697110684802, 1697110684816, 1697110684831, 1697110684845, 1697110684859, 1697110684873, 1697110684887, 1697110684901, 1697110684915, 1697110684929, 1697110684943, 1697110684956, 1697110684992, 1697110685006, 1697110685020, 1697110685034, 1697110685058, 1697110685072, 1697110685086, 1697110685100, 1697110685114]"
7,5,4,[],200,bigcode/starcoder,2,1,331.0,1,4,H100,1697110684612,1697110684943,120,84,20,"[4, 42, 15, 14, 14, 13, 36, 14, 14, 24, 14, 15, 14, 14, 14, 14, 14, 14, 14, 14]","[1697110684616, 1697110684658, 1697110684673, 1697110684687, 1697110684701, 1697110684714, 1697110684750, 1697110684764, 1697110684778, 1697110684802, 1697110684816, 1697110684831, 1697110684845, 1697110684859, 1697110684873, 1697110684887, 1697110684901, 1697110684915, 1697110684929, 1697110684943]"
8,86,5,[],200,bigcode/starcoder,2,1,294.0,1,4,H100,1697110684944,1697110685238,120,335,17,"[4, 30, 14, 14, 14, 14, 24, 14, 14, 14, 14, 13, 42, 14, 14, 13, 14, 14]","[1697110684948, 1697110684978, 1697110684992, 1697110685006, 1697110685020, 1697110685034, 1697110685058, 1697110685072, 1697110685086, 1697110685100, 1697110685114, 1697110685127, 1697110685169, 1697110685183, 1697110685197, 1697110685210, 1697110685224, 1697110685238]"
9,333,3,[],200,bigcode/starcoder,2,1,211.0,1,4,H100,1697110685115,1697110685326,120,563,11,"[4, 36, 14, 14, 14, 13, 14, 14, 13, 47, 14, 14]","[1697110685119, 1697110685155, 1697110685169, 1697110685183, 1697110685197, 1697110685210, 1697110685224, 1697110685238, 1697110685251, 1697110685298, 1697110685312, 1697110685326]"
10,419,4,[],200,bigcode/starcoder,2,1,332.0,1,4,H100,1697110685327,1697110685659,120,88,20,"[4, 42, 14, 14, 15, 14, 13, 34, 15, 14, 14, 14, 14, 15, 14, 14, 14, 25, 15, 14]","[1697110685331, 1697110685373, 1697110685387, 1697110685401, 1697110685416, 1697110685430, 1697110685443, 1697110685477, 1697110685492, 1697110685506, 1697110685520, 1697110685534, 1697110685548, 1697110685563, 1697110685577, 1697110685591, 1697110685605, 1697110685630, 1697110685645, 1697110685659]"
11,190,6,[],200,bigcode/starcoder,2,1,191.0,1,4,H100,1697110685239,1697110685430,120,335,10,"[4, 40, 15, 14, 14, 13, 34, 14, 14, 15, 14]","[1697110685243, 1697110685283, 1697110685298, 1697110685312, 1697110685326, 1697110685339, 1697110685373, 1697110685387, 1697110685401, 1697110685416, 1697110685430]"
12,526,5,[],200,bigcode/starcoder,2,1,313.0,1,4,H100,1697110685660,1697110685973,120,89,20,"[4, 42, 14, 14, 15, 14, 14, 14, 25, 14, 15, 14, 14, 14, 15, 14, 14, 14, 14, 15]","[1697110685664, 1697110685706, 1697110685720, 1697110685734, 1697110685749, 1697110685763, 1697110685777, 1697110685791, 1697110685816, 1697110685830, 1697110685845, 1697110685859, 1697110685873, 1697110685887, 1697110685902, 1697110685916, 1697110685930, 1697110685944, 1697110685958, 1697110685973]"
13,380,7,[],200,bigcode/starcoder,2,1,862.0,1,4,H100,1697110685431,1697110686293,120,216,50,"[4, 42, 15, 14, 14, 14, 14, 15, 14, 14, 14, 25, 15, 14, 13, 34, 14, 14, 15, 14, 14, 14, 25, 14, 15, 14, 14, 14, 15, 14, 14, 14, 14, 15, 13, 32, 41, 33, 36, 14, 14, 14, 14, 14, 14, 14, 14, 14, 14, 25]","[1697110685435, 1697110685477, 1697110685492, 1697110685506, 1697110685520, 1697110685534, 1697110685548, 1697110685563, 1697110685577, 1697110685591, 1697110685605, 1697110685630, 1697110685645, 1697110685659, 1697110685672, 1697110685706, 1697110685720, 1697110685734, 1697110685749, 1697110685763, 1697110685777, 1697110685791, 1697110685816, 1697110685830, 1697110685845, 1697110685859, 1697110685873, 1697110685887, 1697110685902, 1697110685916, 1697110685930, 1697110685944, 1697110685958, 1697110685973, 1697110685986, 1697110686018, 1697110686059, 1697110686092, 1697110686128, 1697110686142, 1697110686156, 1697110686170, 1697110686184, 1697110686198, 1697110686212, 1697110686226, 1697110686240, 1697110686254, 1697110686268, 1697110686293]"
14,597,6,[],200,bigcode/starcoder,2,1,31.0,1,4,H100,1697110685974,1697110686005,120,39,1,"[4, 27]","[1697110685978, 1697110686005]"
15,704,7,[],200,bigcode/starcoder,2,1,31.0,1,4,H100,1697110686006,1697110686037,120,14,1,"[4, 27]","[1697110686010, 1697110686037]"
16,905,8,[],200,bigcode/starcoder,2,1,42.0,1,4,H100,1697110686038,1697110686080,120,11,1,"[4, 38]","[1697110686042, 1697110686080]"
