,Unnamed: 0,smpnum,reqnum,errors,status,model,num_users,requests,latency_ms,records,n_gpus,gpu_type,start_timestamp,end_timestamp,experiment_duration_s,n_input_tokens,n_output_tokens,latency_ms_per_token,timestamps_per_token
0,0,752,0,[],200,llama-7b,8,1,462.0,1,4,T4,1697466538698,1697466539160,120,39,3,"[23, 386, 28, 25]","[1697466538721, 1697466539107, 1697466539135, 1697466539160]"
1,1,672,0,[],200,llama-7b,8,1,1130.0,1,4,T4,1697466538698,1697466539828,120,93,20,"[11, 398, 28, 25, 27, 185, 27, 27, 27, 27, 29, 26, 26, 79, 28, 27, 27, 27, 27, 27, 25]","[1697466538709, 1697466539107, 1697466539135, 1697466539160, 1697466539187, 1697466539372, 1697466539399, 1697466539426, 1697466539453, 1697466539480, 1697466539509, 1697466539535, 1697466539561, 1697466539640, 1697466539668, 1697466539695, 1697466539722, 1697466539749, 1697466539776, 1697466539803, 1697466539828]"
2,2,194,1,[],200,llama-7b,8,1,641.0,1,4,T4,1697466539163,1697466539804,120,335,16,"[15, 164, 30, 27, 27, 27, 27, 28, 27, 26, 79, 28, 27, 27, 27, 27, 27]","[1697466539178, 1697466539342, 1697466539372, 1697466539399, 1697466539426, 1697466539453, 1697466539480, 1697466539508, 1697466539535, 1697466539561, 1697466539640, 1697466539668, 1697466539695, 1697466539722, 1697466539749, 1697466539776, 1697466539803]"
3,3,339,0,[],200,llama-7b,8,1,1131.0,1,4,T4,1697466538698,1697466539829,120,87,20,"[18, 391, 28, 25, 27, 185, 27, 27, 27, 27, 29, 26, 26, 79, 28, 27, 27, 27, 27, 27, 25]","[1697466538716, 1697466539107, 1697466539135, 1697466539160, 1697466539187, 1697466539372, 1697466539399, 1697466539426, 1697466539453, 1697466539480, 1697466539509, 1697466539535, 1697466539561, 1697466539640, 1697466539668, 1697466539695, 1697466539722, 1697466539749, 1697466539776, 1697466539803, 1697466539828]"
4,4,861,0,[],200,llama-7b,8,1,409.0,1,4,T4,1697466538699,1697466539108,120,10,1,"[19, 390]","[1697466538718, 1697466539108]"
5,5,231,0,[],200,llama-7b,8,1,59.0,1,4,T4,1697466538697,1697466538756,120,13,1,"[7, 51]","[1697466538704, 1697466538755]"
6,6,386,1,[],200,llama-7b,8,1,370.0,1,4,T4,1697466539110,1697466539480,120,140,6,"[16, 216, 30, 27, 27, 27, 27]","[1697466539126, 1697466539342, 1697466539372, 1697466539399, 1697466539426, 1697466539453, 1697466539480]"
7,7,879,0,[],200,llama-7b,8,1,2919.0,1,4,T4,1697466538699,1697466541618,120,39,55,"[24, 385, 27, 25, 27, 185, 27, 27, 27, 27, 28, 27, 26, 79, 28, 27, 27, 27, 27, 27, 25, 123, 24, 88, 25, 24, 29, 24, 37, 131, 27, 25, 25, 25, 23, 77, 24, 25, 292, 26, 24, 156, 26, 151, 26, 26, 26, 27, 25, 29, 25, 71, 26, 25, 26, 27]","[1697466538723, 1697466539108, 1697466539135, 1697466539160, 1697466539187, 1697466539372, 1697466539399, 1697466539426, 1697466539453, 1697466539480, 1697466539508, 1697466539535, 1697466539561, 1697466539640, 1697466539668, 1697466539695, 1697466539722, 1697466539749, 1697466539776, 1697466539803, 1697466539828, 1697466539951, 1697466539975, 1697466540063, 1697466540088, 1697466540112, 1697466540141, 1697466540165, 1697466540202, 1697466540333, 1697466540360, 1697466540385, 1697466540410, 1697466540435, 1697466540458, 1697466540535, 1697466540559, 1697466540584, 1697466540876, 1697466540902, 1697466540926, 1697466541082, 1697466541108, 1697466541259, 1697466541285, 1697466541311, 1697466541337, 1697466541364, 1697466541389, 1697466541418, 1697466541443, 1697466541514, 1697466541540, 1697466541565, 1697466541591, 1697466541618]"
8,8,601,1,[],200,llama-7b,8,1,1305.0,1,4,T4,1697466538758,1697466540063,120,83,20,"[7, 577, 30, 27, 27, 27, 27, 29, 26, 26, 79, 28, 27, 27, 27, 27, 27, 25, 123, 24, 88]","[1697466538765, 1697466539342, 1697466539372, 1697466539399, 1697466539426, 1697466539453, 1697466539480, 1697466539509, 1697466539535, 1697466539561, 1697466539640, 1697466539668, 1697466539695, 1697466539722, 1697466539749, 1697466539776, 1697466539803, 1697466539828, 1697466539951, 1697466539975, 1697466540063]"
9,9,158,0,[],200,llama-7b,8,1,1131.0,1,4,T4,1697466538698,1697466539829,120,85,20,"[13, 397, 27, 25, 27, 185, 27, 27, 27, 27, 28, 27, 26, 79, 28, 27, 27, 27, 27, 27, 26]","[1697466538711, 1697466539108, 1697466539135, 1697466539160, 1697466539187, 1697466539372, 1697466539399, 1697466539426, 1697466539453, 1697466539480, 1697466539508, 1697466539535, 1697466539561, 1697466539640, 1697466539668, 1697466539695, 1697466539722, 1697466539749, 1697466539776, 1697466539803, 1697466539829]"
